dataset,bit,mode,acc,params,returncode
CINIC10,1,adapter_rc,0.0,1875410,1
CINIC10,2,adapter_rc,0.0,1875423,1
CINIC10,4,adapter_rc,69.04,1875423,0
CINIC10,8,adapter_rc,69.75,1875423,0
